"ENTREZID"	"EVIDENCE"	"ONTOLOGY"	"SYMBOL"	"TXCHROM"	"GOID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
66995	"IBA"	"CC"	"Zcchc18"	"chrX"	"GO:0016607"	4.70949716158256	-0.432307770293766	9.05630271288124	9.50611754919682e-06	0.000148219703649216
67525	"ISO"	"MF"	"Trim62"	"chr4"	"GO:0004842"	3.04300699515271	3.81760383058277	9.01525791346547	9.51159270152754e-06	0.000148219703649216
12764	"ISO"	"CC"	"Cmas"	"chr6"	"GO:0005634"	-2.78772425715597	4.98441026755433	-9.00846680348886	9.54225891695726e-06	0.000148515262574283
243385	"ND"	"MF"	"Gprin3"	"chr6"	"GO:0003674"	6.38372591636789	-0.474614471161011	9.11435218817448	9.55152871197827e-06	0.000148515262574283
230405	"IBA"	"BP"	"Ifne"	"chr4"	"GO:0002250"	-7.10375090440443	-3.13195159423996	-9.14042095965591	9.57781312542081e-06	0.00014876066109823
12096	"IEA"	"MF"	"Bglap"	"chr3"	"GO:0005509"	-6.09925578970995	-1.56626258730171	-9.09466058333509	9.61462610103874e-06	0.000149039328280183
12035	"IEA"	"MF"	"Bcat1"	"chr6"	"GO:0003824"	5.25587710951467	0.866650244390043	9.06145113933956	9.61679816788471e-06	0.000149039328280183
100503907	NA	NA	"Gm19955"	NA	NA	-3.14318679527623	1.89292502123501	-9.00045573586171	9.63740602829701e-06	0.000149195471465385
208084	"IBA"	"BP"	"Pif1"	"chr9"	"GO:0000002"	4.48252734455351	-0.409238422424782	9.0282466108142	9.6668013782245e-06	0.000149487163234225
16670	"IEA"	"MF"	"Krt32"	"chr11"	"GO:0005198"	6.22497507312466	-2.35276523229716	9.08577656331072	9.72382915831984e-06	0.000150205060008288
330671	"IEA"	"CC"	"B4galnt4"	"chr7"	"GO:0005794"	3.46040718885615	2.4000340048203	8.98355462404181	9.81309395924473e-06	0.000151308995946173
217138	"ND"	"MF"	"Prr15l"	"chr11"	"GO:0003674"	-3.90746584500752	2.23848344868466	-8.99297994329791	9.81665847331684e-06	0.000151308995946173
100504230	NA	NA	"AU020206"	NA	NA	-3.01089715643103	3.76372238601612	-8.96930239015199	9.87082990794316e-06	0.000151953212831551
246728	"IEA"	"MF"	"Oas2"	"chr5"	"GO:0000166"	-3.57051769455362	1.26865571539692	-8.97740482319224	9.87990886112659e-06	0.000151953212831551
24063	"IGI"	"BP"	"Spry1"	"chr3"	"GO:0000132"	3.26207125563572	3.90133663598057	8.96865738474465	9.9048905647456e-06	0.000152023209117995
77125	"IDA"	"BP"	"Il33"	"chr19"	"GO:0002281"	-4.76480908801434	5.81458075513102	-9.00640023859285	9.91432728465646e-06	0.000152023209117995
19216	"IEA"	"MF"	"Ptger1"	"chr8"	"GO:0004871"	-2.38773445907469	4.26454410934884	-8.95851000160521	9.91665691669803e-06	0.000152023209117995
16182	"IPI"	"MF"	"Il18r1"	"chr1"	"GO:0005515"	-3.1923017473513	3.76908053825738	-8.96463437023826	9.92865435136654e-06	0.000152042582580656
74601	NA	NA	"4833427F10Rik"	"chr17"	NA	-3.79621274277774	-0.201226781014748	-8.97067369185277	9.97476756629479e-06	0.000152521410696021
56735	"IEA"	"MF"	"Krt71"	"chr15"	"GO:0005198"	7.61669400432772	0.120328692130775	9.11007683562351	9.9814576572687e-06	0.000152521410696021
71790	"ISO"	"MF"	"Anxa9"	"chr3"	"GO:0001786"	-4.14748830829306	2.17076250021139	-8.97510804465112	1.00125357601998e-05	0.000152824121466476
57890	"IEA"	"CC"	"Il17re"	"chr6"	"GO:0005576"	-2.68035128081511	4.88025811662139	-8.94688215511707	1.00258426685203e-05	0.000152824121466476
100502933	NA	NA	"Gm19461"	"chr1"	NA	-6.54110400058051	-0.636696002128056	-9.05991256800661	1.00336345191544e-05	0.000152824121466476
212168	"ND"	"MF"	"Zswim4"	"chr8"	"GO:0003674"	-3.41088492189852	6.76064680776863	-8.95355439950011	1.00487122549991e-05	0.000152889376038735
57764	"IEA"	"CC"	"Ntn4"	"chr10"	"GO:0005576"	2.53333661864047	3.67983761778353	8.9379786648882	1.00906818681914e-05	0.000153363206719883
380787	"ND"	"MF"	"A230065H16Rik"	"chr12"	"GO:0003674"	5.07459760695566	-0.454335928122853	8.98805295231256	1.01530867474251e-05	0.000154146274144991
15893	"ISO"	"CC"	"Ica1"	"chr6"	"GO:0000139"	-2.23867511613365	4.03972007582612	-8.91491240404629	1.0272001448854e-05	0.00015566030903768
94191	"ISO"	"MF"	"Adarb2"	"chr13"	"GO:0003723"	-5.22209634653279	-2.36364306622542	-8.97883560852001	1.02747891952157e-05	0.00015566030903768
56318	"ISS"	"MF"	"Acpp"	"chr9"	"GO:0003993"	2.6340255654126	5.07506665793249	8.90994402664864	1.03306873574293e-05	0.000156272586660738
12223	"ISO"	"MF"	"Btc"	"chr5"	"GO:0005154"	-4.44670214981268	2.77532454557826	-8.94488248100038	1.03372688811233e-05	0.000156272586660738
64931	"IPI"	"MF"	"Izumo1r"	"chr9"	"GO:0004872"	6.64541086573952	-2.72438088439512	9.01620586667868	1.04324965146581e-05	0.000157544043848754
56532	"IEA"	"MF"	"Ripk3"	"chr14"	"GO:0000166"	2.79626023820547	2.78029119552608	8.89750981134038	1.04481598675659e-05	0.000157612550078883
11816	"ISO"	"MF"	"Apoe"	"chr7"	"GO:0001540"	3.62621969567206	8.71532225777833	8.89966134240429	1.05389432128395e-05	0.000158746482623241
107995	"IMP"	"BP"	"Cdc20"	"chr4"	"GO:0000089"	3.22305740934555	3.45880234376279	8.89147310328326	1.05457423331077e-05	0.000158746482623241
12373	"ISO"	"BP"	"Casq2"	"chr3"	"GO:0002027"	6.69193745407617	-0.22333162452455	9.00326259699137	1.05594096125765e-05	0.000158783478940707
108000	"ISO"	"BP"	"Cenpf"	"chr1"	"GO:0000278"	2.80586422112542	3.80504294443205	8.87624908116241	1.06331273690499e-05	0.00015972242755312
14169	"IEA"	"CC"	"Fgf14"	"chr14"	"GO:0005576"	6.11072347052415	-1.87320562817684	8.96774402067187	1.06639635490836e-05	0.000159976442971679
70729	"ISO"	"MF"	"Nos1ap"	"chr1"	"GO:0002020"	-2.96045352685773	3.56561207560932	-8.87337502162331	1.06726253870975e-05	0.000159976442971679
240725	"IGI"	"BP"	"Sulf1"	"chr1"	"GO:0001822"	3.46964221845361	2.79158772895455	8.87716582246713	1.07079159140967e-05	0.000160204851719669
23948	"IMP"	"BP"	"Mmp17"	"chr5"	"GO:0001822"	2.9183241380199	1.64792056191793	8.8685957747999	1.0710483203567e-05	0.000160204851719669
94212	"IEA"	"BP"	"Pag1"	"chr3"	"GO:0002250"	-2.89528524476985	5.279821534366	-8.85818939827628	1.08004621592215e-05	0.000161362579311047
18160	"IEA"	"MF"	"Npr1"	"chr3"	"GO:0000166"	2.45292582311349	3.51276831379634	8.85296947799713	1.08162401233788e-05	0.000161362579311047
66961	"IPI"	"MF"	"Neat1"	"chr19"	"GO:0005515"	-3.2158912318709	8.53741226580406	-8.85993481110774	1.08220579135542e-05	0.000161362579311047
67629	"IEA"	"CC"	"Spc24"	"chr9"	"GO:0000775"	2.81656109671837	2.16420662532315	8.85083588699758	1.08589714394517e-05	0.000161550451348085
414091	NA	NA	"A630001O12Rik"	NA	NA	-4.36958099970311	-0.312014938836496	-8.88191727391175	1.08646080107296e-05	0.000161550451348085
245038	"IEA"	"MF"	"Dclk3"	"chr9"	"GO:0000166"	4.83828468573097	-1.73353670334967	8.89657635893368	1.0868872582755e-05	0.000161550451348085
12428	"IEA"	"BP"	"Ccna2"	"chr3"	"GO:0000079"	3.40786694842249	3.40111830011659	8.85369890349273	1.09066597332127e-05	0.0001619421751792
209760	"ND"	"MF"	"Tmc7"	"chr7"	"GO:0003674"	-3.91039690017707	2.71729593674347	-8.86211406054348	1.09285453851058e-05	0.000162097220293219
227618	"ISO"	"CC"	"Lrrc26"	"chr2"	"GO:0001650"	-4.60680763835364	0.629590514069837	-8.87010270407732	1.10381191672685e-05	0.000163402087227484
18196	"ISO"	"BP"	"Nsg1"	"chr5"	"GO:0001921"	3.4377116149142	1.76101563938696	8.83956752457662	1.10395903619274e-05	0.000163402087227484
270150	"ND"	"MF"	"Ccdc153"	"chr9"	"GO:0003674"	5.32810902891667	-2.05345314017901	8.88787208477202	1.11063446290631e-05	0.000164218550804466
68612	"IEA"	"MF"	"Ube2c"	"chr2"	"GO:0000166"	2.85529944335002	3.16179878048985	8.80958688738662	1.12390302240123e-05	0.000165990404476208
11606	"IMP"	"BP"	"Agt"	"chr8"	"GO:0001543"	-4.99710796045223	3.07240402167076	-8.86031799655609	1.12496144226728e-05	0.000165990404476208
68846	"ISO"	"MF"	"Rnf208"	"chr2"	"GO:0004842"	-3.32764713571332	2.01844759593274	-8.81065117029129	1.1288563183637e-05	0.000166304673912688
100502923	NA	NA	"Gm17619"	NA	NA	-5.60970332252026	-0.901312038579407	-8.87815295086522	1.12943943737385e-05	0.000166304673912688
396184	"IBA"	"MF"	"Flrt1"	"chr19"	"GO:0004860"	5.20974849520659	-1.45425872527499	8.86078273502017	1.13164448891939e-05	0.000166456325914259
229841	"IEA"	"MF"	"Cenpe"	"chr3"	"GO:0000166"	2.9358102073901	3.66262059583513	8.79634529865498	1.13711121140419e-05	0.00016708693267158
224079	"IEA"	"MF"	"Atp13a4"	"chr16"	"GO:0000166"	-6.2125969842932	0.80163631123075	-8.88964604479656	1.14082884085195e-05	0.000167459487364434
244579	"IEA"	"MF"	"Tox3"	"chr8"	"GO:0003677"	-3.56783552750203	1.41464108050942	-8.79886786879056	1.14416447526553e-05	0.000167775256647374
78257	"ND"	"MF"	"Lrrc9"	"chr12"	"GO:0003674"	6.20757383267174	-3.00585295287871	8.88017304244164	1.14958518988685e-05	0.0001682689524091
69538	"IMP"	"BP"	"Antxr1"	"chr6"	"GO:0001568"	4.84688848979495	5.37787917476967	8.82857343229091	1.14990713683028e-05	0.0001682689524091
239647	"ND"	"MF"	"Pced1b"	"chr15"	"GO:0003674"	-3.03335948570352	2.46103029225451	-8.77996669815602	1.15378337151905e-05	0.000168661934546619
65254	"IPI"	"MF"	"Dpysl5"	"chr5"	"GO:0005515"	-2.80217919379572	2.65392161545466	-8.77416071538753	1.15691488232591e-05	0.000168945353692232
11520	"IPI"	"MF"	"Plin2"	"chr4"	"GO:0005515"	-3.50812918742758	7.40305453548066	-8.78283610800914	1.15834597785054e-05	0.000168980131578299
545370	"ND"	"MF"	"Hmcn1"	"chr1"	"GO:0003674"	5.59614311085992	3.63457284569675	8.84571772804275	1.15960785033462e-05	0.000168990176954629
233099	"ND"	"MF"	"Scgb2b27"	"chr7"	"GO:0003674"	-6.68567009012294	-2.42390368371451	-8.88429807167909	1.16394171775835e-05	0.000169447424789794
246747	"ND"	"MF"	"Adig"	"chr2"	"GO:0003674"	-4.18118315452613	0.978572124105632	-8.78862133753792	1.16829318596232e-05	0.000169906293420496
29856	"IEA"	"CC"	"Smtn"	"chr11"	"GO:0005737"	2.39930020389295	7.43442983800211	8.75404444421569	1.17373057206021e-05	0.00017038501641314
22436	"ISO"	"BP"	"Xdh"	"chr17"	"GO:0001933"	-4.06232337561355	7.45340950080657	-8.77948860298866	1.17402029937321e-05	0.00017038501641314
21936	"ISO"	"BP"	"Tnfrsf18"	"chr4"	"GO:0002687"	2.83148769744633	2.43551538532233	8.75558788784775	1.17519351242949e-05	0.00017038501641314
75577	"ND"	"MF"	"Dynap"	"chr18"	"GO:0003674"	-6.44451152293796	-1.99786748358389	-8.86064583829144	1.17744606951763e-05	0.000170508384574279
101533	"ND"	"MF"	"Klk9"	"chr7"	"GO:0003674"	-4.90094866360054	-0.266683045374736	-8.80085242920705	1.17845187785541e-05	0.000170508384574279
18803	"IMP"	"BP"	"Plcg1"	"chr2"	"GO:0001701"	1.99877633077216	5.45503935496349	8.74477886495572	1.1817226827933e-05	0.000170807161242522
58998	"IMP"	"BP"	"Nectin3"	"chr16"	"GO:0002089"	3.26722113033002	2.95552724443844	8.753005713479	1.18322809098777e-05	0.000170850417011638
20855	"ISO"	"BP"	"Stc1"	"chr14"	"GO:0001503"	-3.28808262869303	3.29127823257171	-8.74149373848424	1.19496537326147e-05	0.000172228687221033
240216	"ND"	"MF"	"E230025N22Rik"	"chr18"	"GO:0003674"	-4.45047001064832	-0.360975046933192	-8.76880438576734	1.19554183673553e-05	0.000172228687221033
70784	"IEA"	"MF"	"Rasl12"	"chr9"	"GO:0000166"	3.9895405968953	1.22872104828495	8.75486786543156	1.19642095464523e-05	0.000172228687221033
110033	"IEA"	"MF"	"Kif22"	"chr7"	"GO:0000166"	2.99767170687676	2.44287756781848	8.73388692353568	1.19844543475121e-05	0.000172344970388334
69784	"ND"	"MF"	"1500009L16Rik"	"chr10"	"GO:0003674"	7.16217368185636	-1.96407023072504	8.86183159972498	1.20462129829382e-05	0.000172963220614499
52377	"IEA"	"MF"	"Rcn3"	"chr7"	"GO:0005509"	5.11554316068845	3.74831830996611	8.78140574238064	1.20518671900113e-05	0.000172963220614499
232370	"IGI"	"BP"	"Clstn3"	"chr6"	"GO:0001558"	7.04544517972224	-2.12466864920715	8.85367720086727	1.20809934142345e-05	0.000173068635156479
14586	"IEA"	"MF"	"Gfra2"	"chr14"	"GO:0004872"	4.86878862435959	2.58404302677576	8.76913672280033	1.20882917851621e-05	0.000173068635156479
74413	"IBA"	"CC"	"Tc2n"	"chr12"	"GO:0005622"	-4.59621836594675	2.47798414640581	-8.759227854244	1.20971248002961e-05	0.000173068635156479
108760	"ND"	"MF"	"Galnt16"	"chr12"	"GO:0003674"	3.89432972156646	2.62541575801883	8.73813500018983	1.21080845351268e-05	0.000173068635156479
99887	"ND"	"MF"	"Tmem56"	"chr3"	"GO:0003674"	-3.83237559491084	7.06906259562979	-8.72354761045704	1.22411407998167e-05	0.000174757571980054
74694	"IBA"	"MF"	"Tbc1d30"	"chr10"	"GO:0005096"	-2.77414504245049	3.27687323388834	-8.7051998320659	1.22509190946836e-05	0.000174757571980054
56615	"ISO"	"MF"	"Mgst1"	"chr6"	"GO:0004364"	-2.88662603071694	7.66833647676076	-8.70038778249999	1.23116156469371e-05	0.000175446715934471
70218	"IBA"	"BP"	"Kif18b"	"chr11"	"GO:0000070"	3.87329815596433	1.7603979167361	8.71632768149018	1.23253328034928e-05	0.00017546566749897
241568	"IBA"	"MF"	"Lrrc4c"	"chr2"	"GO:0004860"	5.71532327836643	-3.24419814645379	8.77368704660322	1.23573899635321e-05	0.000175745410475333
12870	"IDA"	"MF"	"Cp"	"chr3"	"GO:0004322"	-3.09425461943026	8.95516108466016	-8.6958607298683	1.23840941739832e-05	0.000175948539593253
18779	"ISO"	"BP"	"Pla2r1"	"chr2"	"GO:0001816"	4.76934965979729	1.5476439334222	8.7345363992827	1.24073832283574e-05	0.000176102789007698
14620	"IMP"	"BP"	"Gjb3"	"chr4"	"GO:0001890"	4.25557174020348	5.59267491001092	8.71136927317354	1.24819461345218e-05	0.0001769086093563
233571	"IEA"	"MF"	"P2ry6"	"chr7"	"GO:0004871"	-3.64093431032723	1.76562419358368	-8.69526527133006	1.2489135852898e-05	0.0001769086093563
73102	"IEA"	"MF"	"Slc22a23"	"chr13"	"GO:0005215"	-2.71782600465647	5.771394589189	-8.67291469811953	1.25815496228443e-05	0.000178039610796793
327768	NA	NA	"A330049N07Rik"	"chr10"	NA	4.11285558377713	0.834321676438675	8.69557953911535	1.26059907221248e-05	0.000178207443691515
65256	"IDA"	"BP"	"Asb2"	"chr12"	"GO:0000209"	7.8145021755593	-0.432272262815946	8.83069493457436	1.26278216541355e-05	0.000178338079492353
70574	"IEA"	"MF"	"Cpm"	"chr10"	"GO:0004180"	3.40114098935366	2.73465191127211	8.6670043282264	1.2738519520881e-05	0.000179722240053067
723792	"IPI"	"MF"	"Pinc"	"chr1"	"GO:0005515"	-3.61566495603666	2.99488562572331	-8.66542615071354	1.27999239646464e-05	0.000180408878566384
74103	"IEA"	"MF"	"Nebl"	"chr2"	"GO:0003779"	5.35896228242503	1.61086125089087	8.71532983866787	1.28297054758152e-05	0.000180513758093423
52250	"IPI"	"MF"	"Reep1"	"chr6"	"GO:0005515"	5.10520720123865	0.648116704205668	8.7058317550856	1.28328524108773e-05	0.000180513758093423
52670	"IBA"	"MF"	"Cpsf4l"	"chr11"	"GO:0003723"	-3.64794879283803	1.45489628835882	-8.66044777177164	1.28609026233498e-05	0.000180728854821181
278279	"ND"	"MF"	"Tmtc2"	"chr10"	"GO:0003674"	-2.90047821151266	5.29274325478565	-8.64411022801657	1.29083579662142e-05	0.000181215947067813
239393	"IMP"	"BP"	"Lrp12"	"chr15"	"GO:0001764"	2.28354790529186	3.91602318579873	8.63348669098881	1.29784560227307e-05	0.000181986132462098
100040018	NA	NA	"Gm9835"	NA	NA	-4.27902276980818	0.469324735672761	-8.66456811021506	1.29889149254629e-05	0.000181986132462098
216856	"ISO"	"BP"	"Nlgn2"	"chr11"	"GO:0001966"	2.41774181841676	5.93766434607984	8.62486554085319	1.30789803186636e-05	0.000183066952780504
27226	"IBA"	"MF"	"Pla2g7"	"chr17"	"GO:0003847"	4.71678043680239	1.73313692100885	8.66610171369434	1.31206160180147e-05	0.000183468436224262
59033	"IEA"	"MF"	"Slc4a8"	"chr15"	"GO:0005215"	5.27078449437873	-1.94900950788615	8.68195056676399	1.31582084825342e-05	0.000183694369223526
11421	"ISO"	"BP"	"Ace"	"chr11"	"GO:0001822"	-2.00186380011738	5.91480628449777	-8.61610391537363	1.31627098314069e-05	0.000183694369223526
13660	"IEA"	"MF"	"Ehd1"	"chr19"	"GO:0000166"	-2.19340034479397	7.81859711838139	-8.61399649340526	1.31903231204501e-05	0.000183898550198007
13507	"IMP"	"BP"	"Dsc3"	"chr18"	"GO:0001701"	8.08631683317345	2.0274109470728	8.78587170169056	1.3222456289318e-05	0.000184165283518377
320865	"ND"	"MF"	"Cdh18"	"chr15"	"GO:0003674"	-6.1616819708375	-1.7575782198243	-8.70770666632934	1.324905737443e-05	0.000184354516413361
14186	"IEA"	"MF"	"Fgfr4"	"chr13"	"GO:0000166"	4.67630311065071	-0.62552484531717	8.64823261595127	1.33045927386569e-05	0.000184854194410532
72844	"ISO"	"CC"	"Kctd17"	"chr15"	"GO:0005737"	2.77836586813167	4.04302489809435	8.60644896737699	1.33110680055589e-05	0.000184854194410532
18806	"ISO"	"BP"	"Pld2"	"chr11"	"GO:0001666"	-2.32186026917235	5.73757013068185	-8.5925148348496	1.3436341727642e-05	0.00018641114649564
30049	"IEA"	"CC"	"Scd3"	"chr19"	"GO:0005783"	-4.13227553472332	0.565666657416704	-8.61856280207286	1.34554436468598e-05	0.000186493502209167
20927	"IBA"	"MF"	"Abcc8"	"chr7"	"GO:0005267"	-4.54513764978554	3.91153795947655	-8.6271691011548	1.3495260597363e-05	0.000186862528212753
66968	"IPI"	"MF"	"Plin5"	"chr17"	"GO:0005515"	-3.81113300643763	-0.283640758486184	-8.60492941984866	1.35182078678368e-05	0.000186997475046786
56191	"ND"	"MF"	"Tro"	"chrX"	"GO:0003674"	5.85230471135274	0.91744724171021	8.65422321511336	1.3718765092904e-05	0.000189586641503401
26568	"IEA"	"MF"	"Slc27a3"	"chr3"	"GO:0000166"	3.42107775744445	2.19317323015778	8.56895073523332	1.38411358990335e-05	0.000191091315799035
103149	"ISO"	"BP"	"Upb1"	"chr10"	"GO:0001889"	4.4664398910462	-0.700541843491233	8.58758081657634	1.39258559750434e-05	0.000192073758409436
210146	"ND"	"MF"	"Irgq"	"chr7"	"GO:0003674"	-2.51993199159293	7.32436526238528	-8.54300397139043	1.40230221616958e-05	0.00019322578688757
66849	"IBA"	"CC"	"Ppp1r2"	"chr16"	"GO:0000164"	-2.42346966529179	6.87504840280402	-8.52904972634462	1.41841748354447e-05	0.000195256400917467
70564	"IEA"	"CC"	"Fam213a"	"chr14"	"GO:0005576"	-2.40953292560168	4.0745189410953	-8.52590482669524	1.42213748736661e-05	0.000195441954953311
227059	"IMP"	"BP"	"Slc39a10"	"chr1"	"GO:0002903"	2.86052296302351	5.51995169975738	8.528718137088	1.42267166027576e-05	0.000195441954953311
14793	"ND"	"MF"	"Cdca3"	"chr6"	"GO:0003674"	2.89508497781167	2.59776353512213	8.52705315371319	1.42512038874369e-05	0.000195441954953311
106512	"IMP"	"BP"	"Gpsm3"	"chr17"	"GO:0002690"	-3.12384872471276	3.22638895905682	-8.52887163466191	1.42628862244745e-05	0.000195441954953311
22158	"IMP"	"BP"	"Tulp3"	"chr6"	"GO:0001841"	2.17007487791234	4.55343496596814	8.52133822684034	1.42666418229243e-05	0.000195441954953311
19038	"IEA"	"BP"	"Ppic"	"chr18"	"GO:0000413"	4.6856865861786	3.12515390712495	8.56327980699318	1.42992480094276e-05	0.00019553156802129
71913	"IMP"	"BP"	"Tmem79"	"chr3"	"GO:0002070"	-2.59068221719628	4.09700807338421	-8.52037038161992	1.43007909968271e-05	0.00019553156802129
72168	"IDA"	"CC"	"Aifm3"	"chr16"	"GO:0005739"	-3.5811659114067	1.12444613417667	-8.52722333173851	1.43778005636771e-05	0.000196202163156002
16425	"IEA"	"MF"	"Itih2"	"chr2"	"GO:0004867"	-4.77160352168438	4.69459928167395	-8.55817904564899	1.43956453095282e-05	0.000196202163156002
103505	NA	NA	"BB019430"	"chr10"	NA	6.5315735218191	-3.17297513694343	8.62324563869315	1.44013766505633e-05	0.000196202163156002
12991	"IBA"	"MF"	"Csn2"	"chr5"	"GO:0004857"	-7.91904089044235	7.23654044683984	-8.67719395298744	1.44052417707196e-05	0.000196202163156002
338370	"IEA"	"MF"	"Nalcn"	"chr14"	"GO:0005216"	5.16728103429323	1.00549386485088	8.56766339911385	1.44460954479188e-05	0.000196569588875859
100503558	NA	NA	NA	NA	NA	-3.93621536893134	-0.449071198009475	-8.5261905261773	1.44887936868084e-05	0.000196961384427679
18018	"IMP"	"BP"	"Nfatc1"	"chr18"	"GO:0000082"	2.13521429119178	5.1041530324985	8.49877146292025	1.4542533333983e-05	0.000197502382239568
13723	"IEA"	"CC"	"Emb"	"chr13"	"GO:0005886"	4.86726730867594	4.54638522931182	8.53264425591623	1.47517684007928e-05	0.000200152106702327
21929	"IMP"	"BP"	"Tnfaip3"	"chr10"	"GO:0001922"	-3.8119433436852	7.4820973946392	-8.50077532651485	1.47685445487622e-05	0.000200187974672934
68458	"IEA"	"MF"	"Ppp1r14a"	"chr7"	"GO:0004864"	4.46072217079894	-0.0359578072710333	8.51697636461273	1.4784821594179e-05	0.000200217015183122
16997	"IEA"	"MF"	"Ltbp2"	"chr12"	"GO:0005509"	2.99731039944438	7.30461848383606	8.48375509123388	1.48015601377063e-05	0.000200252243887879
432987	NA	NA	"Gm5478"	"chr15"	NA	3.94431358310516	2.70267162649233	8.49595109532112	1.48698111704418e-05	0.000200827156650344
26415	"IEA"	"MF"	"Mapk13"	"chr17"	"GO:0000166"	-1.91878711395255	5.82374298678017	-8.47216859238531	1.48724099771416e-05	0.000200827156650344
67305	"ISO"	"MF"	"Gpx7"	"chr4"	"GO:0004096"	5.00502698598657	0.836305725904403	8.52210966413019	1.49445606659705e-05	0.000201609239841402
20276	"ISO"	"MF"	"Scnn1a"	"chr6"	"GO:0003779"	-2.74855920267174	5.55586135867432	-8.46604268895031	1.49946950971185e-05	0.000202093107564876
55991	"ISO"	"MF"	"Panx1"	"chr9"	"GO:0002020"	4.1476734942017	3.61496931120745	8.48877773720633	1.50289841841987e-05	0.000202362700541041
17918	"ISO"	"MF"	"Myo5a"	"chr9"	"GO:0000146"	2.59679260862672	4.98728724085086	8.45879947888284	1.50730329887959e-05	0.00020276306959762
72669	"ND"	"MF"	"2810032G03Rik"	"chr12"	"GO:0003674"	5.80441436095256	-3.26917768442207	8.53391280444814	1.51680306695855e-05	0.000203847395099316
12531	"IEA"	"BP"	"Cdc25b"	"chr2"	"GO:0000087"	3.26699224230188	2.64638889071699	8.45614276320648	1.52039209643786e-05	0.000204136057308457
320500	"ND"	"MF"	"Tmem215"	"chr4"	"GO:0003674"	4.9528808716265	-2.45934228604433	8.49777661501125	1.52349775555141e-05	0.00020433669343834
71819	"IEA"	"MF"	"Kif23"	"chr9"	"GO:0000166"	2.96702718834939	3.87565601876884	8.44801575642934	1.52566030738287e-05	0.00020433669343834
269513	"IBA"	"BP"	"Nkain3"	"chr4"	"GO:0002028"	6.87048965082491	-2.94846135876917	8.56812994297581	1.52621406041485e-05	0.00020433669343834
70556	"ISO"	"BP"	"Slc25a33"	"chr4"	"GO:0000002"	-2.29437962794777	5.0698014856821	-8.4393146434342	1.5306986493186e-05	0.00020474359176202
27416	"IEA"	"MF"	"Abcc5"	"chr16"	"GO:0000166"	2.28307188510305	5.11797378860788	8.43371921813619	1.53801338432505e-05	0.000205429199682522
18600	"IBA"	"MF"	"Padi2"	"chr4"	"GO:0004668"	-3.20797924984763	5.73895155413798	-8.44125720862595	1.53872489137421e-05	0.000205429199682522
56741	"ND"	"MF"	"Igdcc4"	"chr9"	"GO:0003674"	2.96986433468042	2.61728145177782	8.4306625923215	1.54858818972744e-05	0.000206551334345473
236899	"IMP"	"BP"	"Pcyt1b"	"chrX"	"GO:0001541"	3.13483535154648	1.47077838622538	8.43007665509129	1.55215995377929e-05	0.000206832979729855
27055	"IBA"	"MF"	"Fkbp9"	"chr6"	"GO:0003755"	2.07309040838366	7.05667321117209	8.40338782776698	1.5779111312319e-05	0.000210066834341164
14027	"ISO"	"CC"	"Evpl"	"chr11"	"GO:0001533"	-2.65561845282438	4.70399015681616	-8.3986786441534	1.58772431641527e-05	0.000211174788188003
74519	"IDA"	"CC"	"Cyp2j9"	"chr4"	"GO:0005783"	6.19716212985278	-0.552657461550399	8.49374464868691	1.59013972477521e-05	0.000211297647293066
71532	"ND"	"MF"	"Fam217b"	"chr2"	"GO:0003674"	4.85157026812113	-2.33795010594532	8.44046198073783	1.59552786243209e-05	0.000211814921943304
67198	"ISO"	"MF"	"Spats2l"	"chr1"	"GO:0003723"	2.68739377157271	4.22856411801922	8.38376504841651	1.60859689712953e-05	0.000213349953631458
224674	"IEA"	"MF"	"Slc37a1"	"chr17"	"GO:0005215"	-3.26192374392261	3.90412188262505	-8.38806256852326	1.61191187932865e-05	0.000213589633027973
18302	"IEA"	"MF"	"Oit3"	"chr10"	"GO:0005509"	5.307238620534	-1.70347525834884	8.44234626793151	1.61478865580676e-05	0.000213770853359839
74901	"IBA"	"MF"	"Kbtbd11"	"chr8"	"GO:0004842"	4.62734033127853	1.48345986123101	8.41787809880033	1.61666265959104e-05	0.000213819108992597
60599	"IBA"	"BP"	"Trp53inp1"	"chr4"	"GO:0000045"	-3.96938411454316	8.53849625923292	-8.3969772173191	1.61966094777467e-05	0.000214015833257725
19049	"IGI"	"BP"	"Ppp1r1b"	"chr11"	"GO:0001975"	-3.70678892305982	0.843703340252518	-8.38888677464564	1.62238602258806e-05	0.000214176123112394
12064	"IDA"	"BP"	"Bdnf"	"chr2"	"GO:0001657"	4.78569252276695	3.9577288020903	8.41651449376142	1.62569419869255e-05	0.000214413019781005
13844	"IEA"	"MF"	"Ephb2"	"chr4"	"GO:0000166"	4.37803309828285	0.845261681571153	8.39979709778988	1.63132072593114e-05	0.000214954958909903
14313	"ISO"	"BP"	"Fst"	"chr13"	"GO:0000122"	4.31462260652704	7.01483152389087	8.38782845372327	1.64563879446462e-05	0.000216640088509214
13666	"IEA"	"MF"	"Eif2ak3"	"chr6"	"GO:0000166"	-2.49093354262347	5.03997538860638	-8.34967528609266	1.65482645799052e-05	0.000217647323838772
26950	"IEA"	"MF"	"Vsnl1"	"chr12"	"GO:0005509"	8.98844142170272	-1.39795776120575	8.53663716990576	1.6781816419546e-05	0.000220514313156651
